,mssubclass,mszoning,lotshape,lotconfig,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,roofstyle,exterior1st,exterior2nd,masvnrtype,masvnrarea,extercond,foundation,bsmtqual,bsmtexposure,bsmtfintype1,totalbsmtsf,heatingqc,1stflrsf,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,totrmsabvgrd,fireplaces,garagetype,garagefinish,garagearea,saletype,saleprice,houseage,renoage,outdoorfeature
302,70,RL,Reg,Inside,Crawfor,Norm,1Fam,2Story,7,7,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,704.0,5,860,1564,0.0,1,1,3,7,1,Attchd,1,234.0,WD ,174500,68.58333333333326,59.58333333333326,0.0
303,80,RL,Reg,Inside,Edwards,Norm,1Fam,SLvl,4,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,5,3,1,416.0,4,1204,1204,0.0,1,0,3,6,0,Basment,1,312.0,WD ,100000,54.91666666666674,54.91666666666674,0.0
304,20,RL,IR1,Corner,NAmes,Norm,1Fam,1Story,6,6,Hip,Wd Sdng,Wd Sdng,BrkFace,108.0,3,CBlock,3,1,5,1329.0,3,1329,1329,0.0,1,1,3,6,0,Attchd,1,312.0,WD ,172000,52.5,52.5,1.0
305,20,RL,Reg,Corner,CollgCr,Norm,1Fam,1Story,5,6,Hip,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,4,864.0,3,879,879,0.0,1,0,3,5,0,Attchd,1,440.0,Con,120000,32.75,32.75,1.0
306,20,RH,Reg,Inside,SawyerW,Feedr,1Fam,1Story,4,4,Gable,Wd Sdng,AsbShng,None,0.0,2,CBlock,3,1,1,721.0,4,841,841,0.0,1,0,2,4,0,CarPort,1,294.0,WD ,82000,59.75,59.75,1.0
307,50,RL,Reg,Inside,NAmes,Norm,1Fam,1.5Fin,6,6,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,1,784.0,5,900,1312,0.0,1,1,3,6,0,Detchd,1,649.0,WD ,127000,59.83333333333326,56.83333333333326,1.0
308,75,RM,Reg,Inside,OldTown,Norm,1Fam,2.5Unf,6,5,Gable,AsbShng,AsbShng,None,0.0,3,BrkTil,4,1,3,735.0,2,1134,2058,0.0,1,1,3,8,1,Detchd,1,396.0,WD ,129500,91.33333333333326,58.33333333333326,1.0
309,120,RL,IR1,CulDSac,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,4,3,6,1220.0,4,1360,1360,1.0,1,0,1,4,1,Attchd,2,565.0,COD,187500,25.666666666666742,25.666666666666742,1.0
310,20,RL,IR2,CulDSac,CollgCr,Norm,1Fam,1Story,8,5,Hip,VinylSd,VinylSd,BrkFace,240.0,3,PConc,5,4,6,1778.0,5,1786,1786,1.0,2,0,3,6,1,Attchd,2,715.0,WD ,300000,6.5,5.5,1.0
311,60,RL,IR1,CulDSac,NWAmes,Norm,1Fam,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,252.0,3,CBlock,3,1,3,825.0,4,1097,1993,0.0,2,1,4,8,1,Attchd,2,495.0,WD ,190000,35.5,35.5,1.0
312,50,RL,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,4,5,Gambrel,MetalSd,MetalSd,None,0.0,2,BrkTil,3,1,1,951.0,2,986,1362,0.0,2,0,4,7,0,Detchd,1,280.0,WD ,96000,87.25,57.25,0.0
313,60,FV,Reg,Inside,Somerst,Norm,1Fam,2Story,7,5,Gable,CemntBd,CmentBd,Stone,100.0,3,PConc,4,1,6,1092.0,5,1112,1550,1.0,2,0,2,7,0,Attchd,3,438.0,WD ,241000,3.8333333333332575,2.8333333333332575,1.0
314,20,RL,IR1,CulDSac,Sawyer,RRAe,1Fam,1Story,5,5,Gable,HdBoard,HdBoard,None,0.0,4,CBlock,3,1,1,1140.0,3,1696,1696,0.0,1,1,3,8,1,Attchd,2,349.0,WD ,143900,45.25,45.25,1.0
315,160,RM,Reg,Inside,MeadowV,Norm,Twnhs,2Story,4,5,Gable,CemntBd,CmentBd,None,0.0,3,CBlock,3,1,3,546.0,3,546,1092,0.0,1,1,3,5,0,CarPort,1,286.0,WD ,87550,37.0,37.0,0.0
316,120,RL,Reg,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,Hip,MetalSd,MetalSd,BrkFace,412.0,3,PConc,5,1,6,1752.0,5,1752,1752,1.0,2,0,2,6,1,Attchd,2,576.0,WD ,319900,5.1666666666667425,5.1666666666667425,1.0
317,60,RL,IR1,CulDSac,StoneBr,Norm,1Fam,2Story,9,5,Hip,VinylSd,VinylSd,BrkFace,184.0,3,PConc,5,4,6,1094.0,5,1102,2473,0.0,2,1,4,11,1,BuiltIn,3,675.0,New,356383,0.5833333333332575,0.5833333333332575,1.0
318,20,RL,IR1,Corner,CollgCr,Norm,1Fam,1Story,9,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,5,1,1,1800.0,5,1800,1800,0.0,2,0,2,7,0,Attchd,3,702.0,WD ,239000,2.4166666666667425,2.4166666666667425,1.0
319,60,RL,Reg,Inside,NoRidge,Norm,1Fam,2Story,7,5,Hip,VinylSd,VinylSd,BrkFace,320.0,3,PConc,4,3,4,1080.0,5,1108,2197,1.0,2,1,4,9,1,Attchd,3,783.0,WD ,287500,15.583333333333258,14.583333333333258,1.0
320,50,RM,IR1,Inside,OldTown,Feedr,1Fam,1.5Fin,5,6,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,720.0,3,854,1382,0.0,1,1,2,7,0,Detchd,1,660.0,WD ,128500,66.41666666666674,57.41666666666674,1.0
321,60,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,847.0,5,847,1733,0.0,2,1,3,7,1,BuiltIn,3,433.0,WD ,185088,6.3333333333332575,6.3333333333332575,1.0
322,20,FV,Reg,Inside,Somerst,Norm,1Fam,1Story,7,5,Hip,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,1402.0,5,1402,1402,0.0,2,0,3,7,0,Attchd,2,625.0,WD ,229800,1.4166666666667425,1.4166666666667425,1.0
323,20,RL,Reg,Inside,Mitchel,Norm,1Fam,1Story,5,6,Gable,Plywood,HdBoard,None,0.0,3,CBlock,3,1,5,864.0,3,887,887,0.0,1,0,3,5,0,Attchd,2,288.0,WD ,124500,24.0,24.0,1.0
324,20,RL,Reg,Corner,NAmes,Feedr,1Fam,1Story,5,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,5,1051.0,4,1051,1051,1.0,1,0,3,6,0,Attchd,2,504.0,WD ,142000,38.58333333333326,38.58333333333326,0.0
325,70,RL,Reg,Corner,SWISU,Norm,1Fam,2Story,6,8,Gable,MetalSd,MetalSd,None,0.0,3,PConc,3,1,4,755.0,5,755,1510,0.0,1,0,3,6,0,Detchd,1,216.0,WD ,149000,86.5,56.5,1.0
326,90,RL,IR1,Inside,NWAmes,Feedr,Duplex,1Story,5,5,Gable,Plywood,Plywood,BrkFace,564.0,3,CBlock,3,1,1,1656.0,3,1656,1656,0.0,2,0,4,8,0,Detchd,1,506.0,WD ,135000,35.91666666666674,35.91666666666674,1.0
327,120,RL,IR1,Inside,NPkVill,Norm,TwnhsE,1Story,6,5,Gable,Plywood,Plywood,None,0.0,3,CBlock,4,1,5,1078.0,3,958,958,0.0,2,0,2,5,1,Attchd,2,440.0,WD ,128000,31.166666666666742,31.166666666666742,1.0
328,20,RL,IR1,Inside,NoRidge,Norm,1Fam,1Story,8,5,Hip,BrkFace,BrkFace,None,0.0,3,PConc,4,1,6,3200.0,5,3228,3228,1.0,3,0,4,10,1,Attchd,2,546.0,WD ,430000,15.416666666666742,14.416666666666742,1.0
329,20,RL,Reg,Corner,Sawyer,Norm,1Fam,1Story,5,7,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,3,1040.0,3,1040,1040,1.0,1,1,3,5,0,Detchd,3,686.0,WD ,145000,39.5,39.5,1.0
330,50,RL,Reg,Corner,Crawfor,Norm,1Fam,1.5Fin,5,6,Gable,Wd Sdng,Wd Shng,None,0.0,3,PConc,3,1,1,661.0,5,661,1250,0.0,2,0,3,8,1,Detchd,1,552.0,WD ,139000,97.91666666666674,4.9166666666667425,1.0
331,80,RL,Reg,Inside,NWAmes,Norm,1Fam,SLvl,6,7,Hip,VinylSd,VinylSd,BrkFace,74.0,3,CBlock,4,1,1,585.0,5,1140,1868,0.0,3,1,3,7,1,BuiltIn,3,477.0,WD ,178000,23.083333333333258,4.0833333333332575,1.0
332,60,RL,Reg,Inside,NridgHt,PosN,1Fam,2Story,10,5,Hip,CemntBd,CmentBd,BrkFace,468.0,3,PConc,5,4,6,1620.0,5,1632,2790,1.0,2,1,4,10,1,BuiltIn,3,1150.0,WD ,460000,3.5,2.5,1.0
333,75,RL,IR1,Inside,BrkSide,PosN,1Fam,2.5Unf,6,6,Gable,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,3,1,1,844.0,4,1445,2134,0.0,2,0,5,10,0,Detchd,1,441.0,WD ,214500,93.58333333333326,15.583333333333258,1.0
334,190,RH,Reg,Inside,SWISU,Norm,2fmCon,2Story,5,8,Gable,VinylSd,VinylSd,None,0.0,3,PConc,3,2,1,686.0,4,948,1928,0.0,2,0,5,10,0,0,0,0.0,WD ,160000,90.58333333333326,11.583333333333258,1.0
335,60,RL,IR1,FR2,Gilbert,RRNn,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,298.0,3,PConc,4,1,5,992.0,5,1022,2060,1.0,2,1,3,8,1,BuiltIn,2,390.0,WD ,214000,10.5,10.5,1.0
336,50,RM,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,6,8,Gable,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,1,901.0,4,861,1378,0.0,1,0,3,6,0,Detchd,1,162.0,WD ,128900,74.5,11.5,1.0
337,190,RL,Reg,Inside,Mitchel,Norm,2fmCon,1Story,4,4,Gable,MetalSd,MetalSd,Stone,149.0,4,CBlock,3,3,4,1249.0,5,1622,1622,1.0,1,0,3,7,1,2Types,3,1356.0,WD ,168000,46.25,32.25,1.0
338,60,FV,IR1,Inside,Somerst,Norm,1Fam,2Story,8,5,Hip,WdShing,Wd Shng,0,0.0,3,PConc,5,3,6,955.0,5,955,1880,1.0,2,1,3,8,1,Attchd,3,880.0,New,310013,1.0,1.0,1.0
339,120,RL,Reg,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,4,1,1,1074.0,5,1088,1088,0.0,1,1,2,5,0,Attchd,2,461.0,WD ,170000,21.833333333333258,21.833333333333258,1.0
340,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,Gable,BrkFace,Wd Sdng,None,0.0,3,CBlock,3,1,2,1040.0,3,1040,1040,0.0,1,0,3,6,0,Attchd,2,286.0,WD ,133700,47.58333333333326,47.58333333333326,1.0
341,70,RL,Reg,Inside,Crawfor,Norm,1Fam,2Story,6,7,Hip,Wd Sdng,Wd Sdng,None,0.0,4,PConc,3,1,1,602.0,3,900,1502,0.0,1,1,3,7,2,Detchd,1,180.0,WD ,165000,84.66666666666674,11.666666666666742,1.0
342,160,RM,Reg,Inside,BrDale,Norm,TwnhsE,2Story,6,3,Gable,HdBoard,HdBoard,BrkFace,604.0,3,CBlock,3,1,5,483.0,3,483,987,0.0,1,1,2,5,0,Detchd,1,264.0,WD ,89500,37.66666666666674,37.66666666666674,0.0
343,190,RL,Reg,Inside,NAmes,Norm,2fmCon,SLvl,6,5,Hip,HdBoard,HdBoard,BrkFace,105.0,2,CBlock,3,4,5,588.0,3,1095,1095,1.0,1,0,2,6,0,Attchd,2,264.0,ConLD,140000,48.25,48.25,0.0
344,160,RM,Reg,Inside,Edwards,Norm,Twnhs,2Story,7,5,Gable,VinylSd,VinylSd,Stone,50.0,3,PConc,4,1,1,970.0,5,970,1709,0.0,2,0,3,7,0,Detchd,1,380.0,WD ,134000,2.4166666666667425,2.4166666666667425,1.0
345,60,RL,IR2,Inside,SawyerW,Norm,1Fam,2Story,6,5,Gable,HdBoard,HdBoard,None,0.0,3,PConc,4,1,5,836.0,5,844,1731,1.0,2,1,3,7,0,Attchd,2,462.0,WD ,248500,14.833333333333258,13.833333333333258,1.0
346,80,RL,IR1,CulDSac,Sawyer,Norm,1Fam,SLvl,4,9,Gable,VinylSd,VinylSd,None,0.0,4,CBlock,3,3,6,648.0,5,960,960,1.0,0,0,0,3,0,Attchd,1,364.0,WD ,145000,41.41666666666674,5.4166666666667425,1.0
347,60,RL,Reg,Inside,NWAmes,RRAn,1Fam,2Story,6,6,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,4,1,5,713.0,3,811,1552,1.0,2,1,3,6,1,Attchd,2,434.0,WD ,179900,31.166666666666742,31.166666666666742,1.0
348,20,RL,Reg,Inside,Somerst,Norm,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,BrkFace,428.0,3,PConc,5,3,1,1795.0,5,1795,1795,0.0,2,0,2,7,1,Attchd,2,895.0,New,147000,1.1666666666667425,0.16666666666674246,1.0
349,60,RL,Reg,Inside,Mitchel,Norm,1Fam,2Story,5,5,Gable,HdBoard,HdBoard,None,0.0,3,PConc,4,1,3,624.0,4,624,1274,0.0,1,1,3,6,0,Detchd,1,576.0,WD ,136000,19.25,19.25,1.0
350,50,RM,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,6,6,Gable,MetalSd,MetalSd,None,0.0,4,CBlock,3,1,2,572.0,5,848,1196,0.0,1,1,3,6,2,Detchd,1,576.0,WD ,128000,70.25,60.25,0.0
351,20,RL,IR1,Inside,Sawyer,Norm,1Fam,1Story,4,9,Gable,MetalSd,MetalSd,None,0.0,4,CBlock,2,1,1,560.0,5,704,704,0.0,1,0,2,4,0,CarPort,1,220.0,WD ,88750,63.75,8.75,1.0
352,20,RL,Reg,Corner,NAmes,Norm,1Fam,1Story,5,6,Gable,MetalSd,MetalSd,None,0.0,4,CBlock,3,1,3,972.0,3,972,972,0.0,1,0,3,5,0,Attchd,1,305.0,WD ,122500,55.5,55.5,1.0
353,50,RL,Reg,Inside,NAmes,Artery,1Fam,1.5Fin,6,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,1,912.0,3,912,1458,0.0,1,0,3,6,1,Attchd,1,330.0,WD ,97500,62.08333333333326,60.08333333333326,1.0
354,20,RL,IR1,Corner,NAmes,Norm,1Fam,1Story,6,7,Hip,MetalSd,MetalSd,BrkFace,332.0,3,CBlock,3,1,1,1008.0,3,1008,1008,0.0,1,0,2,5,0,Attchd,2,430.0,WD ,135000,43.83333333333326,43.83333333333326,0.0
355,20,RL,Reg,Inside,NridgHt,Norm,1Fam,1Story,9,5,Hip,CemntBd,CmentBd,BrkFace,452.0,3,PConc,5,3,6,1822.0,5,1828,1828,0.0,2,0,3,9,1,Attchd,1,774.0,New,314813,0.5833333333332575,0.5833333333332575,1.0
356,50,C (all),IR1,Corner,IDOTRR,Feedr,1Fam,1.5Fin,3,2,Hip,Plywood,Plywood,None,0.0,2,CBlock,3,1,1,1013.0,3,1013,1526,0.0,1,0,2,6,0,0,0,0.0,ConLD,85000,94.83333333333326,27.833333333333258,1.0
357,50,RM,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,6,9,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,1,698.0,3,786,1176,0.0,1,0,2,4,0,Detchd,1,624.0,WD ,134900,72.58333333333326,9.583333333333258,1.0
358,20,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,5,8,Hip,MetalSd,MetalSd,Stone,164.0,3,CBlock,3,2,1,1057.0,4,1057,1057,0.0,1,0,3,6,0,Attchd,1,288.0,WD ,137000,51.25,7.25,0.0
359,20,RL,IR1,Inside,NoRidge,Norm,1Fam,1Story,8,6,Hip,MetalSd,MetalSd,BrkFace,660.0,4,PConc,4,4,6,2109.0,5,2113,2113,1.0,2,1,2,7,1,Attchd,3,839.0,WD ,350000,13.666666666666742,13.666666666666742,1.0
360,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,Hip,MetalSd,MetalSd,None,0.0,3,CBlock,3,2,5,943.0,3,1387,1387,1.0,1,0,3,6,1,Attchd,2,300.0,WD ,145000,39.75,31.75,1.0
361,60,RL,IR1,CulDSac,NridgHt,Norm,1Fam,2Story,9,5,Gable,MetalSd,MetalSd,BrkFace,365.0,3,PConc,5,4,1,1704.0,5,1722,2758,0.0,2,1,4,9,1,BuiltIn,3,814.0,WD ,418000,2.4166666666667425,1.4166666666667425,1.0
362,30,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,3,4,Gable,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,1,798.0,4,840,840,0.0,1,0,2,5,0,Detchd,1,250.0,WD ,64000,86.5,56.5,1.0
363,50,RH,IR2,Inside,SWISU,Norm,1Fam,1.5Fin,5,5,Gable,VinylSd,Stucco,None,0.0,3,BrkTil,3,1,3,793.0,5,848,1520,0.0,1,0,3,6,0,Detchd,1,281.0,WD ,159434,77.58333333333326,9.583333333333258,1.0
364,20,RL,Reg,Inside,Somerst,Feedr,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,BrkFace,164.0,3,PConc,4,1,6,1542.0,5,1542,1542,1.0,2,0,3,6,1,Attchd,1,852.0,New,260261,0.5833333333332575,0.5833333333332575,1.0
365,50,RL,Reg,Corner,NAmes,Artery,1Fam,1.5Fin,5,4,Gable,BrkFace,Wd Sdng,None,0.0,2,CBlock,3,1,3,910.0,2,910,1385,0.0,2,0,4,6,0,Detchd,1,720.0,WD ,166000,58.5,58.5,0.0
366,85,RL,Reg,Inside,NAmes,Norm,1Fam,SFoyer,5,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,3,5,896.0,3,936,936,1.0,1,0,3,6,1,Attchd,2,288.0,WD ,130000,45.83333333333326,45.83333333333326,1.0
367,50,RL,Reg,Corner,SWISU,Norm,1Fam,1.5Fin,5,4,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,2,1,2,824.0,3,824,1288,0.0,1,0,4,6,0,Detchd,1,240.0,WD ,112000,65.91666666666674,56.91666666666674,0.0
368,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,5,6,Hip,MetalSd,MetalSd,BrkFace,148.0,4,CBlock,3,2,5,1120.0,4,1128,1128,1.0,2,0,3,6,0,Attchd,2,525.0,WD ,155000,46.0,46.0,1.0
369,60,RL,Reg,Corner,Timber,Norm,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,84.0,3,PConc,5,1,1,774.0,5,774,1968,0.0,2,1,4,8,1,BuiltIn,3,680.0,New,269500,1.4166666666667425,0.41666666666674246,1.0
370,80,RL,IR1,Inside,NAmes,Norm,1Fam,SLvl,6,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,5,1246.0,3,1246,1246,1.0,1,0,3,6,2,Attchd,2,441.0,WD ,172000,42.91666666666674,42.91666666666674,1.0
371,70,RL,Reg,Inside,Crawfor,Norm,1Fam,2Story,7,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,4,800.0,3,960,1740,0.0,1,1,3,6,2,Attchd,1,240.0,CWD,219500,67.58333333333326,23.583333333333258,0.0
372,20,RL,IR1,Inside,Sawyer,RRAe,1Fam,1Story,5,6,Gable,HdBoard,HdBoard,None,0.0,3,PConc,3,1,5,925.0,4,925,925,1.0,1,0,2,5,0,Detchd,1,484.0,WD ,133500,43.83333333333326,43.83333333333326,1.0
373,80,RL,IR1,Inside,Gilbert,Norm,1Fam,SLvl,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,384.0,5,774,1430,0.0,2,1,3,8,1,BuiltIn,2,400.0,WD ,170000,8.0,8.0,1.0
374,70,RM,Reg,Corner,OldTown,Norm,1Fam,2Story,8,9,Gable,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,1,1,930.0,3,930,1566,0.0,2,0,3,7,0,Detchd,1,288.0,WD ,150000,110.33333333333326,7.3333333333332575,1.0
375,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,Hip,MetalSd,MetalSd,None,0.0,3,PConc,3,1,4,984.0,3,950,950,0.0,1,0,2,5,0,Detchd,1,400.0,WD ,130000,55.58333333333326,55.58333333333326,1.0
376,80,RL,Reg,Inside,NAmes,Norm,1Fam,SLvl,5,6,Gable,HdBoard,HdBoard,BrkFace,128.0,4,CBlock,3,3,5,1144.0,3,1144,1144,1.0,1,0,3,6,1,Attchd,2,796.0,WD ,143000,47.25,47.25,1.0
377,20,RL,Reg,Corner,NAmes,Norm,1Fam,1Story,5,5,Gable,Plywood,Plywood,None,0.0,4,CBlock,3,1,1,1114.0,3,1114,1114,1.0,1,0,3,5,0,Attchd,2,451.0,COD,140000,47.41666666666674,47.41666666666674,1.0
378,20,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,7,6,Gable,Plywood,Plywood,BrkFace,1115.0,4,CBlock,4,4,5,2223.0,5,2223,2223,1.0,2,0,3,8,2,Attchd,3,516.0,WD ,244000,34.16666666666674,34.16666666666674,1.0
379,75,RM,Reg,Inside,IDOTRR,Norm,1Fam,2.5Unf,5,7,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,1,530.0,3,581,1111,0.0,1,0,3,6,0,Detchd,1,288.0,WD ,101000,87.25,11.25,1.0
380,20,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,5,5,Hip,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,1,960.0,5,960,960,0.0,1,0,3,5,0,Detchd,1,624.0,WD ,125000,48.58333333333326,48.58333333333326,0.0
381,60,RL,IR1,Corner,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,932.0,4,932,1633,0.0,2,1,3,7,1,Attchd,3,460.0,WD ,183000,10.333333333333258,10.333333333333258,1.0
382,75,RM,Reg,Corner,OldTown,Norm,1Fam,2.5Fin,6,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,1,755.0,5,929,2229,0.0,1,0,5,8,0,0,0,0.0,WD ,104000,97.58333333333326,59.58333333333326,1.0
383,45,RL,Reg,Corner,NAmes,Feedr,1Fam,1.5Unf,6,7,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,1,936.0,3,984,984,1.0,1,0,2,4,0,Detchd,1,280.0,WD ,112500,54.5,54.5,0.0
384,20,RL,Reg,Inside,NWAmes,Norm,1Fam,1Story,6,6,Gable,Plywood,Plywood,BrkFace,157.0,4,CBlock,4,1,4,1686.0,3,1686,1686,1.0,2,0,3,7,1,Attchd,1,612.0,WD ,207500,26.416666666666742,26.416666666666742,1.0
385,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,140.0,3,PConc,4,4,6,1614.0,5,1614,1614,0.0,2,0,3,7,1,Attchd,3,576.0,WD ,225000,1.25,1.25,1.0
386,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,5,8,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,4,864.0,5,864,864,0.0,1,0,3,5,0,Detchd,1,297.0,WD ,119900,34.25,34.25,0.0
387,20,RL,Reg,Corner,NridgHt,Norm,1Fam,1Story,7,5,Hip,VinylSd,VinylSd,Stone,206.0,3,PConc,5,1,1,1721.0,5,1740,1740,0.0,2,0,4,8,0,Attchd,2,874.0,New,293000,0.75,0.75,1.0
388,20,RL,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,6,Gable,Plywood,Plywood,None,0.0,3,CBlock,3,1,3,1461.0,4,1721,1721,0.0,2,1,3,7,1,Attchd,2,440.0,WD ,180000,38.58333333333326,13.583333333333258,1.0
389,80,RL,IR1,Inside,Mitchel,Norm,1Fam,SLvl,6,5,Gable,HdBoard,HdBoard,BrkFace,335.0,3,CBlock,3,3,6,1012.0,3,1034,1034,1.0,1,0,3,6,0,Attchd,1,888.0,WD ,169900,34.41666666666674,34.41666666666674,0.0
390,90,RM,Reg,Inside,Sawyer,RRAe,Duplex,1.5Fin,6,5,Gable,VinylSd,VinylSd,None,0.0,3,Slab,0,0,0,0.0,3,1318,1902,0.0,2,0,4,8,0,Attchd,1,539.0,WD ,112000,32.33333333333326,32.33333333333326,0.0
391,20,RL,Reg,Corner,SawyerW,Norm,1Fam,1Story,6,5,Hip,HdBoard,Plywood,None,0.0,3,PConc,4,1,6,1040.0,3,1097,1097,0.0,2,0,3,6,0,Attchd,1,480.0,WD ,152000,26.416666666666742,25.416666666666742,0.0
392,60,RL,IR1,Corner,NridgHt,Norm,1Fam,2Story,9,5,Hip,VinylSd,VinylSd,BrkFace,525.0,3,PConc,4,3,1,1090.0,5,1117,2206,0.0,2,1,4,10,1,BuiltIn,3,670.0,New,300000,1.6666666666667425,0.6666666666667425,1.0
393,80,RL,Reg,Inside,Edwards,Norm,1Fam,SLvl,6,5,Gable,Plywood,Plywood,None,0.0,3,CBlock,3,3,5,1029.0,3,1117,1117,1.0,1,0,3,6,1,Detchd,1,672.0,WD ,107000,34.25,34.25,1.0
394,190,RM,Reg,Inside,OldTown,Norm,2fmCon,2Story,4,6,Gable,VinylSd,AsbShng,None,0.0,3,PConc,3,1,1,777.0,4,1246,2290,0.0,2,0,4,11,0,Detchd,1,560.0,WD ,122500,125.33333333333326,60.33333333333326,1.0
395,160,RM,Reg,Inside,BrDale,Norm,Twnhs,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,504.0,3,CBlock,3,1,5,483.0,3,483,948,0.0,1,1,2,5,0,Detchd,1,264.0,WD ,89000,34.58333333333326,34.58333333333326,0.0
396,50,RL,IR1,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,2,1,2,600.0,5,600,919,0.0,1,0,3,5,0,Detchd,1,231.0,WD ,95000,70.25,60.25,1.0
397,20,RL,Reg,Inside,NWAmes,RRAn,1Fam,1Story,6,6,Gable,MetalSd,MetalSd,BrkFace,41.0,3,CBlock,3,1,1,912.0,5,1152,1152,1.0,1,1,3,7,0,Attchd,2,412.0,CWD,143450,39.75,39.75,1.0
398,60,RL,IR1,Inside,NridgHt,Norm,1Fam,2Story,9,5,Gable,VinylSd,VinylSd,Stone,162.0,3,PConc,5,1,1,1590.0,5,1627,2334,0.0,2,1,3,10,1,Attchd,3,751.0,New,376162,1.0833333333332575,0.08333333333325754,1.0
399,20,RL,Reg,Inside,NAmes,Feedr,1Fam,1Story,5,5,Gable,MetalSd,HdBoard,BrkFace,324.0,3,CBlock,3,1,3,1268.0,3,1264,1264,1.0,1,0,3,6,2,Attchd,1,461.0,WD ,167500,50.33333333333326,50.33333333333326,1.0
400,90,RL,Reg,Inside,SawyerW,Feedr,Duplex,SFoyer,5,5,Gable,Plywood,Plywood,Stone,275.0,3,CBlock,4,3,6,1086.0,3,1224,1224,2.0,0,2,2,6,2,Detchd,1,528.0,WD ,153337,30.5,30.5,1.0
401,70,RH,Reg,Inside,Edwards,Artery,1Fam,2Story,6,6,Gambrel,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,1,4,672.0,3,697,1369,1.0,2,0,3,6,0,Detchd,1,300.0,WD ,103600,84.58333333333326,59.58333333333326,1.0
402,20,RL,Reg,Corner,CollgCr,Norm,1Fam,1Story,5,6,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,3,2,894.0,3,894,894,1.0,1,0,3,5,0,Attchd,1,308.0,WD ,128200,34.16666666666674,34.16666666666674,1.0
